stop_id;STOP_NAME
RTP:SA:4009015;PLACE JEAN JAURES
RTP:SA:4015784;PONT DE SURESNES
RTP:SA:4009036;REPUBLIQUE - VAL D'OR
RTP:SA:4023022;RESIDENCE VERDUN
RTP:SA:4009025;ROUGET DE L'ISLE - BAS ROGERS
RTP:SA:4009024;ROUGET DE L'ISLE - RATRAIT
RTP:SA:4023014;RUE DES BOURETS - PONT DE SURESNES
RTP:SA:4009035;RUE DES COUVALOUX
RTP:SA:4015781;RUE DU VAL D'OR
RTP:SA:4009006;SALENGRO - CIMETIERE VOLTAIRE
RTP:SA:4024222;STRESEMANN
RTP:SA:4009032;SURESNES - LONGCHAMP
RTP:SA:4009031;SURESNES DE GAULLE
RTP:SA:4009040;SURESNES DE GAULLE
RTP:SA:4109857;WASHINGTON
RTP:SA:4109859;WORTH
RTP:SA:3887801;AVENUE MARCEL MARTINIE
RTP:SA:3442454;CARREFOUR ALBERT LEGRIS
RTP:SA:3442559;CARREFOUR DE L'INSURRECTION
TRN:SA:DUA8739156;CLAMART
RTP:SA:3442452;JEAN JAURES-JEAN BLEUZEN
RTP:SA:3442561;MAIRIE DE VANVES - CENTRE ADMINISTRATIF
RTP:SA:3442563;PLACE DU MARECHAL DE LATTRE DE TASSIGNY
RTP:SA:3908958;ROSIER ROUGE
RTP:SA:4687344;RUE DE CHATILLON
RTP:SA:4687347;STADE DE VANVES
RTP:SA:3442456;VANVES-LYCEE MICHELET
RTP:SA:4532943;GARE DE VAUCRESSON
RTP:SA:4834529;STADE DE LA MARCHE
RTP:SA:4834524;CHATEAU DE VILLE D'AVRAY
RTP:SA:4533027;COROT
RTP:SA:4532934;EGLISE DE VILLE D'AVRAY
RTP:SA:4533039;FAUSSES REPOSES
RTP:SA:4533031;JEAN ROSTAND
RTP:SA:4533033;LES ETANGS
RTP:SA:4533035;LES SAPINS BLEUS
RTP:SA:4834556;MATIGNON
RTP:SA:4533163;MONASTERE
RTP:SA:4532932;PARC DE LESSER
RTP:SA:4533041;PORTE VERTE
TRN:SA:DUA8738234;SEVRES - VILLE-D'AVRAY
RTP:SA:4016567;BOULEVARD GALLIENI-ECOLES
RTP:SA:3798492;CHEMIN DES RENIERS
RTP:SA:4007737;COMMANDANT D'ESTIENNE D'ORVES
RTP:SA:4016831;EGLISE DE VILLENEUVE-LA-GARENNE - HOTEL DE VILLE
RTP:SA:4016820;GERARD PHILIPE
RTP:SA:4007753;HENRI COLIN
RTP:SA:4016818;LA NOUE
RTP:SA:4007751;LONGUE BERTRANE
RTP:SA:4016563;LYCEE CHARLES PETIET
RTP:SA:3798488;MAIRIE DE VILLENEUVE-LA GARENNE
RTP:SA:4016569;MAIRIE DE VILLENEUVE-LA-GARENNE-GALLIENI
RTP:SA:4007743;MARECHAL LECLERC
RTP:SA:4016573;MATHILDE MILLIARD
RTP:SA:4016565;MAURICE RAVEL
RTP:SA:4016577;PLACE PAUL HERBE
RTP:SA:4016816;POINTET
RTP:SA:4016821;STADE DE VILLENEUVE-LA-GARENNE
RTP:SA:4007736;ZI DU VAL DE SEINE
RTP:SA:4007739;ZONE INDUSTRIELLE NORD
RTP:SA:3972437;18 RUE DU PILIER
RTP:SA:3972553;ANDRE KARMAN
RTP:SA:3741083;BERGERIES - FRANC MOISIN
RTP:SA:3908819;CANAL
RTP:SA:3972435;CENTRE BUS AUBERVILLIERS
RTP:SA:4705595;CIMETIERE - PONT BLANC
RTP:SA:3663820;DANIELLE CASANOVA - PONT BLANC
RTP:SA:4035789;EDOUARD VAILLANT - JEAN JAURES
RTP:SA:4871565;FELIX FAURE - RUE DES ECOLES
RTP:SA:4035704;FELIX FAURE - VICTOR HUGO
RTP:SA:1944;FORT D'AUBERVILLIERS
RTP:SA:3663816;FORT D'AUBERVILLIERS - DANIELLE CASANOVA
RTP:SA:3663814;FORT D'AUBERVILLIERS - METRO
RTP:SA:3972480;GARDINOUX
RTP:SA:4574200;HELENE COCHENNEC
RTP:SA:4574186;HEMET
RTP:SA:3908817;HEURTAULT
RTP:SA:4052748;HOPITAL LA ROSERAIE
RTP:SA:3972428;KARMAN - FELIX FAURE
RTP:SA:4035709;LA HAIE COQ
RTP:SA:3900936;LA MONTJOIE - GERMAINE TILLION
RTP:SA:3900928;MAGASINS GENERAUX
RTP:SA:3908816;MAIRIE D'AUBERVILLIERS
RTP:SA:3665027;MAISON DE QUARTIER - LES COURTILLIERES
RTP:SA:3926128;NET SQU@RE
RTP:SA:4705626;NOUVELLE FRANCE
RTP:SA:3663822;PETIT CHEMIN DU PONT BLANC
RTP:SA:4871569;QUAI LUCIEN LEFRANC
RTP:SA:3664983;RECHOSSIERE
RTP:SA:3972479;RUE DE LA HAIE-COQ
RTP:SA:3972551;RUE DES CITES
RTP:SA:3900937;SAINT-GOBAIN
RTP:SA:4009080;SCHAEFFER
RTP:SA:4574184;SQUARE LUCIEN BRUN
RTP:SA:3972432;VICTOR HUGO - FELIX FAURE
RTP:SA:4996937;VILLEBOIS - MAREUIL
RTP:SA:3666589;ANDRE CITROEN - CENTRE DE PRODUCTION
RTP:SA:3666587;ANDRE CITROEN - VISITEURS
RTP:SA:2056;AULNAY-SOUS-BOIS
RTP:SA:3666696;GARONOR
RTP:SA:3666746;GARONOR-PORTE SUD
RTP:SA:4889486;LA SABLIERE
RTP:SA:4889485;ROND-POINT PIERRE SEMARD-TURGOT
RTP:SA:3687297;CENTRE DE SANTE
RTP:SA:4199323;CHARLES DELESCLUZE
RTP:SA:3689046;CIMETIERE DE BAGNOLET
RTP:SA:3687285;DESCARTES
RTP:SA:3687281;EGLISE DE BAGNOLET
RTP:SA:1949;GALLIENI (PARC DE BAGNOLET)
RTP:SA:4146110;GALLIENI-METRO
RTP:SA:3689042;GAMBETTA - RENE ALAZARD
RTP:SA:3687666;GIRARDOT
RTP:SA:3689048;JEANNE HORNET
RTP:SA:3687668;LES MALASSIS
RTP:SA:3687672;LES RIGONDES
RTP:SA:3689153;LIEUTENANT THOMAS
RTP:SA:3687280;MAIRIE DE BAGNOLET
RTP:SA:3687295;MARIE-ANNE COLOMBIER
RTP:SA:3687581;REPUBLIQUE - ROBESPIERRE
RTP:SA:3687663;RUE DE NOISY-LE-SEC
RTP:SA:3687664;RUE DE PANTIN
RTP:SA:4117697;ALTRINCHAM
RTP:SA:4117699;ALTRINCHAM - LENINE
RTP:SA:3666783;ANATOLE SIGONNEAU - CENTRE D'AFFAIRES
RTP:SA:3450649;ANCIENNE MAIRIE DE LE_BLANC-MESNIL
RTP:SA:4889473;ANGELUS - FABIEN
RTP:SA:4117690;AUDRAN
RTP:SA:2070;BLANC-MESNIL
RTP:SA:4658186;CHEMIN NOTRE DAME
RTP:SA:3666687;CIMETIERE DU BLANC-MESNIL
RTP:SA:4117695;COSMONAUTES
RTP:SA:4889479;DANIELLE CASANOVA - PAUL VAILLANT-COUTURIER
RTP:SA:3666740;DESCARTES - RENAULT
RTP:SA:4658183;DIDEROT
RTP:SA:4035752;DIVISION LECLERC - LANGEVIN
RTP:SA:4035751;DIVISION LECLERC - WALLON
RTP:SA:3450657;DOCTEUR CALMETTE
RTP:SA:3450653;EGLISE DU BLANC-MESNIL
RTP:SA:4117701;EGLISE SAINT-CHARLES
RTP:SA:3450638;FOCH - GALLIENI
RTP:SA:3450662;FOCH - MARNE
RTP:SA:4117688;HOTEL DE VILLE DU BLANC-MESNIL
RTP:SA:3450626;JARDINS DE LA NOUE
RTP:SA:3666572;LENINE
RTP:SA:4146099;LES 4 TOURS
RTP:SA:3450661;LES LYCEES
RTP:SA:4117702;LOUIS BLERIOT
RTP:SA:4658191;MANOUCHIAN
RTP:SA:4117706;MARIA VALTAT
RTP:SA:3450663;MATHILDE EMILIE
RTP:SA:3666573;MAURICE AUDIN
RTP:SA:3666569;MICHELET-PARC DES EXPOSITIONS
RTP:SA:3666778;MUSEE DE L'AIR ET DE L'ESPACE
RTP:SA:4889477;PIERRE MONTILLET
RTP:SA:3664416;QUEBEC
RTP:SA:3450655;REPUBLIQUE - PALADHILE
RTP:SA:3666640;ROBERT BREMOND
RTP:SA:4117694;ROND-POINT DE LA DIVISION LECLERC
RTP:SA:3664418;ROND-POINT PIERRE SEMARD - PAUL VAILLANT-COUTURIER
RTP:SA:4889475;SUFFREN
RTP:SA:3450629;SURCOUF - JEAN JAURES
RTP:SA:3731672;SURCOUF - LEJEUNE
RTP:SA:4658193;ZA DU PONT YBLON
RTP:SA:3689917;ARCHIVES DEPARTEMENTALES
RTP:SA:3798446;AUGUSTE DELAUNE
RTP:SA:3714194;AUGUSTE DELAUNE-TRAMWAY
RTP:SA:3708520;AVENUE MARCELLE
RTP:SA:3664373;BOBIGNY - BENOIT FRACHON
RTP:SA:2089;BOBIGNY-PABLO-PICASSO
RTP:SA:2072;BOBIGNY-PANTIN (RAYMOND QUENEAU)
RTP:SA:3689918;CENTRE COMMERCIAL DE BOBIGNY
RTP:SA:3712995;CHEMIN DU TONNEAU
RTP:SA:4614628;CITE ADMINISTRATIVE
RTP:SA:3665029;CITE DU PONT DE PIERRE
RTP:SA:3664385;CONSERVATOIRE JEAN WIENER
RTP:SA:3798508;DRANCY-AVENIR
RTP:SA:3714134;ESCADRILLE NORMANDIE - NIEMEN-STALINGRAD-TRAMWAY
RTP:SA:3731650;ESCADRILLE NORMANDIE NIEMEN - JEAN JAURES-TRAMWAY
RTP:SA:4036941;ESCADRILLE NORMANDIE NIEMEN - PAUL VAILLANT COUTURIER-TRAMWAY
RTP:SA:3798457;ESCADRILLE NORMANDIE-NIEMEN
RTP:SA:3731653;ESCADRILLE NORMANDIE-NIEMEN - PAUL VAILLANT-COUTURIER-TRAMWAY
RTP:SA:3664375;EUGENE HENAFF
RTP:SA:3731648;GARE - GRANDE CEINTURE
RTP:SA:3664379;HENRI GAUTIER
RTP:SA:3798460;HOPITAL AVICENNE
RTP:SA:3664387;HOTEL DE VILLE DE BOBIGNY
RTP:SA:4274639;IUT PARIS 13
RTP:SA:3689922;KARL MARX
RTP:SA:3682084;LA FOLIE
RTP:SA:3708685;LAMARTINE
RTP:SA:3665030;LES COURTILLIERES
RTP:SA:4117660;LIEUTENANT LEBRUN
RTP:SA:3731646;LYCEE ALFRED COSTES
RTP:SA:3664381;LYCEE ANDRE SABATIER
RTP:SA:3798507;MAURICE LACHATRE
RTP:SA:426685;PABLO PICASSO-METRO-TRAMWAY
RTP:SA:3731654;PAUL BELWO
RTP:SA:4889460;PIERRE SEMARD - INDEPENDANCE
RTP:SA:3708522;PLACE DE L'EUROPE
RTP:SA:3714151;PONT DE BONDY
RTP:SA:3708654;PONT DE BONDY - ANATOLE FRANCE
RTP:SA:426695;PONT DE BONDY-ANATOLE FRANCE
RTP:SA:4035873;RENE CAMIER
RTP:SA:3708456;REPUBLIQUE - DIVISION LECLERC
RTP:SA:3708535;ROBESPIERRE - EDOUARD VAILLANT
RTP:SA:3682296;ALOUETTES
RTP:SA:3682294;ANATOLE FRANCE - BLANQUI
RTP:SA:3682212;AUGUSTE POLISSARD
RTP:SA:4035525;AVENUE DE ROSNY
RTP:SA:3682341;BENHAMOU - PROMENADE
RTP:SA:3682349;BLANQUI - BERNSTEIN
RTP:SA:3450612;BLANQUI - CARNOT
RTP:SA:3682350;BLANQUI - FURCI
RTP:SA:3450665;BLANQUI - SALENGRO
RTP:SA:3682343;BOIS DE BONDY
TRN:SA:DUA8711340;BONDY
TRN:SA:DUA8798870;BONDY REMISE Ã  JORELLE
RTP:SA:3560240;CIMETIERE - HOTEL DE VILLE
RTP:SA:3682297;CORNEILLE
RTP:SA:3450607;DAVID LEDER
RTP:SA:3450611;EDOUARD VAILLANT-CARNOT
RTP:SA:3450613;EGLISE DE BONDY
RTP:SA:3450609;GARE DE BONDY RER
RTP:SA:3682033;GATINE RN3
RTP:SA:3450664;GUEUGNON
RTP:SA:3682347;HENRI SELLIER
RTP:SA:3682344;HOPITAL JEAN VERDIER
RTP:SA:3672250;JOUHAUX - BLUM
RTP:SA:4118162;JOUHAUX-BLUM
RTP:SA:3682288;L'ETOILE
RTP:SA:3682284;LA MARE A LA VEUVE
RTP:SA:3682298;LA REMISE A JORELLE
RTP:SA:3682352;LE MAINGUY
RTP:SA:3682346;LE SAULE BLANC
RTP:SA:3682345;LEO LAGRANGE
RTP:SA:4118161;LILLE
RTP:SA:3560236;LYCEES PAGNOL - RENOIR
RTP:SA:3682286;METZ - ETIENNE DOLET
RTP:SA:4035860;PASTEUR - HOPITAL JEAN VERDIER
RTP:SA:3450617;PAUL RENAUD
RTP:SA:3682291;PHILOSOPHIE
RTP:SA:3682285;PLACE MENDES FRANCE
RTP:SA:3713131;PONT DE BONDY - AVENUE DE ROSNY
RTP:SA:3560244;PROFESSEUR VAILLANT
RTP:SA:3708698;RONSARD - VILLON
RTP:SA:426710;RONSARD-VILLON
RTP:SA:3450618;ROUTE D'AULNAY - JEAN MOULIN
RTP:SA:3682354;SALENGRO
RTP:SA:3708479;SUZANNE BUISSON
RTP:SA:3682299;VAILLANT - SOLIDARITE
RTP:SA:4035856;VILLAGEOISE
RTP:SA:4238695;ANIZAN CAVILLON - HOTEL DE VILLE
RTP:SA:4238691;CIMETIERE DU BOURGET
RTP:SA:3712972;ECOLE NORMALE
RTP:SA:4658180;EGLISE DU BOURGET
RTP:SA:4208506;JEAN JAURES - DIVISION LECLERC
RTP:SA:1923;LE BOURGET
RTP:SA:3712953;LE BOURGET-RER
RTP:SA:3682228;AVENUE DU COTEAU - ECOLE NORMALE
RTP:SA:3714182;AVENUE LADRETTE
RTP:SA:3714180;COLLEGE LOUISE MICHEL
RTP:SA:3714184;GAGARINE
RTP:SA:4035489;LA LORETTE
RTP:SA:3682191;LA PELOUSE
RTP:SA:3682184;LES GENETTES
RTP:SA:3682187;MAIRIE DE CLICHY-SOUS-BOIS
RTP:SA:4035782;AVENUE PAUL VAILLANT COUTURIER N0 176-191
RTP:SA:4705613;CENTRE DES ESSENCES
RTP:SA:4705606;CHABROL
RTP:SA:4705611;CIMETIERE DE LA_COURNEUVE
RTP:SA:3663833;CITE FLOREAL
RTP:SA:4705610;CITE WALDECK-ROCHET
RTP:SA:3972557;CREVECOEUR
RTP:SA:3798465;DANTON
RTP:SA:4705602;GENERAL SCHRAMM
RTP:SA:3741086;GENEVE
RTP:SA:4705604;HOTEL DE VILLE - CENTRE ADMINISTRATIF
RTP:SA:3798469;HOTEL DE VILLE DE LA COURNEUVE
RTP:SA:4705625;HOTEL DE VILLE DE LA COURNEUVE-TRAMWAY
RTP:SA:3712967;JEAN MERMOZ - HENRI BARBUSSE
RTP:SA:1911;LA COURNEUVE-8-MAI-1945
RTP:SA:2054;LA COURNEUVE-AUBERVILLIERS
RTP:SA:3712957;LANGEVIN - WALLON
RTP:SA:3712965;LE CROULT
RTP:SA:3712969;PASSAGE A NIVEAU-JEAN MERMOZ
RTP:SA:3712962;PAUL VERLAINE
RTP:SA:3712959;RUE DE L'UNION
RTP:SA:4035783;RUE RATEAU
RTP:SA:3713028;SAINT-JUST
RTP:SA:3663828;SIX ROUTES - TRAMWAY
RTP:SA:3798467;STADE GEO ANDRE
RTP:SA:3714130;ANDRE SIGONNEY
RTP:SA:3731670;ARGONNE - BOIS DE GROSLAY
RTP:SA:3664402;AUGUSTE BLANQUI
RTP:SA:3712993;AVENUE DU BOIS D'AMOUR
RTP:SA:3664404;BARBUSSE - CROIZAT
RTP:SA:4117680;BREMENT
RTP:SA:4274647;CARREFOUR REPIQUET
RTP:SA:4274654;CENTRE CULTUREL
RTP:SA:3664396;CHARLES GIDE
RTP:SA:4117666;CHAVEZ - NIEUPORT
RTP:SA:4117676;CIMETIERE DE DRANCY
RTP:SA:4274641;CITE DE LA RESISTANCE
RTP:SA:4274308;CITE DES COQUELICOTS
RTP:SA:3714121;CITE PIERRE SEMARD
RTP:SA:3664406;DANIEL FERY
RTP:SA:4274648;DIDEROT-BIZE
RTP:SA:1999;DRANCY
RTP:SA:3731664;EDOUARD LIEVIN
RTP:SA:3450641;EMILE DESPREZ
RTP:SA:4274702;FAIDHERBE - DANTON
RTP:SA:4274701;FAIDHERBE - FERRY
RTP:SA:3714128;FERNAND PENA
RTP:SA:3798459;GASTON ROULAUD
RTP:SA:3714125;GEORGES DUCERF
RTP:SA:4274651;GUTENBERG - DANTON
RTP:SA:4274649;GUTENBERG - DIDEROT
RTP:SA:4274652;GUTENBERG - FERRY
RTP:SA:4274312;HAUSSONVILLE
RTP:SA:4035767;HENRI ROUANET
RTP:SA:4889501;JANE JOYE
RTP:SA:3450639;JOFFRE - MADELON
RTP:SA:3731666;JULES AUFFRET
RTP:SA:3714118;LAMARTINE - FRANCOIS RUDE
RTP:SA:4889462;LES LIMITES
RTP:SA:3712952;LYCEE EUGENE DELACROIX
RTP:SA:4274307;MADELON
RTP:SA:3713102;MAIRIE DE DRANCY
RTP:SA:3731668;MARCEL CACHIN
RTP:SA:4274643;PLACE DE L'AMITIE
RTP:SA:3664400;PLACE DU 19 MARS 1962
RTP:SA:4274305;PLACE JOFFRE
RTP:SA:3714116;REPUBLIQUE - VINSON
RTP:SA:4035761;ROGER SALOMON
RTP:SA:3712989;SQUARE DE LA LIBERATION
RTP:SA:4274310;STADE CHARLES SAGE
RTP:SA:4238687;ALBERT CHARDAVOINE
RTP:SA:4705621;CITE DU MOULIN
RTP:SA:4705619;DUGNY - CENTRE VILLE
RTP:SA:4238689;LA COMETE
RTP:SA:4238685;PLACE DU 16 AOUT 1943
RTP:SA:4658187;PONT YBLON - SANTOS DUMONT
RTP:SA:4035403;76 ROUTE DE SAINT-LEU
RTP:SA:4377140;ALEXANDRE DUMAS
RTP:SA:4238600;AVENUE DE LA MARNE - COMMANDANT LOUIS BOUCHET
RTP:SA:4007730;AVENUE DU 18 JUIN 1940
RTP:SA:4035471;CITE BLUMENTHAL
RTP:SA:5081763;CYGNE D'ENGHIEN
RTP:SA:5081761;CYGNE D'ENGHIEN - JOFFRE
RTP:SA:4007722;DIJON
RTP:SA:5121509;DUNKERQUE
RTP:SA:5121505;EPINAY - ORGEMONT
RTP:SA:5121503;EPINAY-SUR-SEINE - GARE
RTP:SA:4238575;EPINAY-SUR-SEINE RER
RTP:SA:4000592;FOCH - REPUBLIQUE
RTP:SA:4035399;GARE D'EPINAY-VILLETANEUSE
RTP:SA:5092014;GILBERT BONNEMAISON
RTP:SA:4016667;GROS BUISSON
RTP:SA:4000595;GUYNEMER - RUE DE PARIS
RTP:SA:4000599;JOFFRE - DE LATTRE DE TASSIGNY
RTP:SA:5081759;JOFFRE CINEMA
RTP:SA:4000596;LACEPEDE
RTP:SA:4000594;LES BEATUS
RTP:SA:4238981;LES MOBILES
RTP:SA:4377139;LES PRESLES
RTP:SA:4000635;LIMITE DES DEPARTEMENTS
RTP:SA:4238598;LYCEE D'EPINAY-SUR-SEINE
RTP:SA:4239001;LYON
RTP:SA:4238588;ORMESSON
RTP:SA:4000598;PLACE FITZELIN
RTP:SA:4007728;PONT DE LA RESISTANCE
RTP:SA:4238979;REPUBLIQUE - BLUMENTHAL
RTP:SA:4238977;REPUBLIQUE - DEBUSSY
RTP:SA:4016683;RER - 8 MAI 1945
RTP:SA:4118109;RER - NANCY
RTP:SA:4179790;ROBINSON - LIMITE DE SAINT-DENIS
RTP:SA:4016663;RUE DE MARSEILLE
RTP:SA:4000633;RUE DE SAINT-GRATIEN
RTP:SA:4238602;RUE DES PRESLES
RTP:SA:4000744;SABLONS
RTP:SA:4000593;VILLA NICOLAS
TRN:SA:DUA8727114;EPINAY-SUR-SEINE
TRN:SA:DUA8727112;EPINAY-SUR-SEINE - VILLETANEUSE
RTP:SA:4364040;AVENUE LUCIE
RTP:SA:3683048;BOULEVARD DES PECHEURS
RTP:SA:3616924;EMILE COSSONNEAU
RTP:SA:3683030;FENELON
RTP:SA:3616916;FLORIAN
RTP:SA:3616910;GAGNY RER
RTP:SA:3616912;JEAN JAURES - HENRI BARBUSSE
RTP:SA:3616922;LA MARE
RTP:SA:3683042;LE CHENAY-GAGNY RER
RTP:SA:3616930;LEON BRY
RTP:SA:3616920;MONTGUICHET-ARENA
RTP:SA:3683032;PLACE DES FETES
RTP:SA:3616928;POINTE DE GOURNAY
RTP:SA:3683052;PONT SAINT-PIERRE
RTP:SA:3683044;RUE DE LA BERGERIE
RTP:SA:3616926;RUE DE LA POINTE
RTP:SA:3681508;EGLISE DE GOURNAY
RTP:SA:3682649;LES PREVOYANTS
RTP:SA:3681507;PLACE ROOSEVELT
RTP:SA:5091993;BOULEVARD MARCEL PAUL
RTP:SA:4016898;CENTRE COMMERCIAL DE L'ILE-SAINT-DENIS
RTP:SA:4016912;CIMETIERE DE L'ILE-SAINT-DENIS
RTP:SA:5092010;COLLEGE SISLEY
RTP:SA:4035408;L'ILE SAINT-DENIS
RTP:SA:3798486;L'ILE-SAINT-DENIS
RTP:SA:4016907;MAIRIE DE L'ILE SAINT-DENIS
RTP:SA:5092012;PARC DE L'ILE ST-DENIS
RTP:SA:4016914;PARC DEPARTEMENTAL - COLLEGE SISLEY
RTP:SA:4007732;PONT D'EPINAY
RTP:SA:4016902;QUAI DU CHATELIER N0 15
RTP:SA:4016900;QUAI DU CHATELIER N0 9
RTP:SA:4016910;RUE BERTHELOT
RTP:SA:4016904;RUE DE L'ORTEBOUT
RTP:SA:4016908;RUE RENE ET ISA LEFEVRE
RTP:SA:3690236;CENTRE DE SANTE B LAFAY
RTP:SA:3687661;CHASSAGNOLE
RTP:SA:3690243;CROIX DE L'EPINETTE
RTP:SA:4009098;FAIDHERBE - BELVEDERE
RTP:SA:3690237;HORTENSIAS
RTP:SA:4036279;JALENCLOUD
RTP:SA:3560209;JOSEPH DEPINAY
RTP:SA:3690231;LES PRIMEVERES
RTP:SA:1875;MAIRIE DES LILAS
RTP:SA:3560207;MARECHAL JUIN
RTP:SA:3690245;PASSAGE RONSARD
RTP:SA:3688099;PAUL DE KOCK
RTP:SA:3690230;PLACE DU VEL'D'HIV
RTP:SA:3690235;RUE DU PRESIDENT SCHUMAN
RTP:SA:3708622;COLLEGES
RTP:SA:3708624;FRANCOIS VILLON
RTP:SA:3682182;JEAN-BAPTISTE CLEMENT
TRN:SA:DUA8711388;L'ABBAYE
TRN:SA:DUA8798871;LYCEE HENRI SELLIER
RTP:SA:3682049;MAIRIE DE LIVRY - GARGAN
RTP:SA:3682055;MAUROUARD
RTP:SA:3714174;REPUBLIQUE - MARX DORMOY
RTP:SA:3708738;VICTOR HUGO - JULES GUESDE
RTP:SA:3708708;VICTOR HUGO-JULES GUESDE
RTP:SA:3682244;COLLEGE PICASSO
RTP:SA:3682245;HOPITAL DE MONTFERMEIL
RTP:SA:3682199;HOTEL DE VILLE DE MONTFERMEIL
RTP:SA:3682195;LES BOSQUETS
RTP:SA:3682197;LES GAZELLES
RTP:SA:3682247;MAISON DES JEUNES
RTP:SA:3682248;TUILERIE
RTP:SA:4364011;ACACIA
RTP:SA:4199356;BABEUF
RTP:SA:4199358;CHARLES DELAVACQUERIE
RTP:SA:4199329;CLOS FRANCAIS
RTP:SA:4937265;COLLEGE CESARIA EVORA
RTP:SA:3687687;COLMET - LEPINAY
RTP:SA:1993;CROIX-DE-CHAVAUX (JACQUES DUCLOS)
RTP:SA:4199327;DELPECHE
RTP:SA:3685869;DESGRANGES-SOLIDARITE
RTP:SA:4199340;EUGENE VARLIN
RTP:SA:3688108;FERNAND LAMAZE
RTP:SA:3687729;FORT DE ROSNY
RTP:SA:3685933;GRANDS PECHERS
RTP:SA:3688082;HOPITAL ANDRE GREGOIRE
RTP:SA:3685938;JULIETTE DODU
RTP:SA:3688549;LA BOISSIERE
RTP:SA:4199360;LE MORILLON
RTP:SA:4199348;LENAIN DE TILLEMONT
RTP:SA:3689030;LES LAITIERES
RTP:SA:3688537;LES RUFFINS
RTP:SA:3687594;LYCEE JEAN JAURES
RTP:SA:1873;MAIRIE DE MONTREUIL
RTP:SA:3687586;MARCHE DE MONTREUIL
RTP:SA:4199344;NOUVEAU CIMETIERE DE MONTREUIL
RTP:SA:4117614;OSERAIES
RTP:SA:3688539;PARC DE MONTREAU
RTP:SA:3688079;PAUL SIGNAC - CARREFOUR DU 8 MAI 1945
RTP:SA:3688077;PLACE FRANCOIS MITTERRAND
RTP:SA:3926263;PROGRES - ARNAUD CARREL
RTP:SA:3689032;RASPAIL - REPUBLIQUE
RTP:SA:3687603;RUE DES ROCHES
RTP:SA:3687600;RUE SAINT-DENIS
RTP:SA:3688541;SAINT EXUPERY
RTP:SA:3688080;SAINT-DENIS
RTP:SA:3688078;SEPT CHEMINS
RTP:SA:3687584;SORINS
RTP:SA:3685935;VALLEE DE LA SEINE
RTP:SA:4117612;VERT BOIS
RTP:SA:3689896;VICTOR BEAUSSE
RTP:SA:3685921;WILSON - GABRIEL PERI
RTP:SA:4109769;ALEXANDER FLEMING
RTP:SA:4109760;ALEXANDRE 1ER
RTP:SA:3685951;ALLEE MARIE
RTP:SA:3683447;BOUREAU - GUERINIERE
RTP:SA:4109802;CAVES D'AVRON
RTP:SA:4109763;CIMETIERE DE NEUILLY-PLAISANCE
RTP:SA:4109759;FAIDHERBE - EGLISE
RTP:SA:3683577;GEORGES CLEMENCEAU
RTP:SA:4109804;JEAN JAURES - VICTOR HUGO
RTP:SA:4109771;KENNEDY - RENOUILLERES
RTP:SA:3690370;LA PRAIRIE
RTP:SA:4109803;MAIRIE DE NEUILLY-PLAISANCE
RTP:SA:4109767;MARCEL DASSAULT
RTP:SA:1837;NEUILLY-PLAISANCE
RTP:SA:4109781;PLATEAU D'AVRON - PLACE DE STALINGRAD
RTP:SA:4109773;RUE DES HERSIERS
RTP:SA:3685949;SQUARE JEAN MERMOZ
RTP:SA:3685953;ARISTIDE BRIAND - LOUIS ARMAND
RTP:SA:3682895;BLANCHEVILLE
RTP:SA:3682824;CIMETIERE DE NEUILLY-SUR-MARNE
RTP:SA:4614578;CITE DES BOULEAUX
RTP:SA:3682822;EPI D'OR
RTP:SA:3682817;FOCH - DE GAULLE
RTP:SA:3682837;FRANCOIS MAURIAC
RTP:SA:3683036;HIPPOLYTE PINA
RTP:SA:3682829;ILE DE FRANCE
RTP:SA:3682840;LES CHANOUX - LYCEE CUGNOT
RTP:SA:3682819;PLACE DE LA RESISTANCE
RTP:SA:3685961;PLACE DE LA RESISTANCE
RTP:SA:3685964;PLACE DES VICTOIRES
RTP:SA:3685965;ROUSSILLON
RTP:SA:3682844;RUE DES FRERES LUMIERE N0 15
RTP:SA:3682842;RUE DES FRERES LUMIERE N0 67
RTP:SA:3683026;RUE DES POMMIERS
RTP:SA:3682848;RUE LOUIS AMPERE N0 88
RTP:SA:3685963;SIMONE BIGOT
RTP:SA:3682897;VILLE EVRARD
RTP:SA:4036142;CARREFOUR DE MALNOUE
RTP:SA:4614514;CHARLES PRANARD
RTP:SA:3682710;CHEMIN DE LA BARONNERIE
RTP:SA:4614474;CITE DES HETRES
RTP:SA:3639464;COLLEGE DES YVRIS
RTP:SA:4208599;EGLISE DE NOISY-LE-GRAND
RTP:SA:4614488;ESPACE MICHEL SIMON
RTP:SA:4614249;HOPITAL PRIVE DE MARNE LA VALLEE
RTP:SA:3639472;LA BUTTE AUX CAILLES
RTP:SA:4614525;LA BUTTE VERTE
RTP:SA:4614496;LA HAUTE MAISON
RTP:SA:4614527;LE CLOSEAU
RTP:SA:4614476;LE FORT
RTP:SA:4614251;LE THEATRE
RTP:SA:3639720;LES AEROSTIERS
RTP:SA:4614516;LES CORMIERS
RTP:SA:4614518;LES HAUTS BATONS
RTP:SA:4614498;LES HAUTS CHATEAUX
RTP:SA:4614520;LES HAUTS ROSEAUX
RTP:SA:4614470;LES RICHARDETS - CENTRE
RTP:SA:3639466;LES YVRIS - NOISY-LE-GRAND RER
